description,ua
Unknown robot from 195.68.98.xx (coltfrance.com),toCrawl/UrlDispatcher
Topodia search engine and personal information assistant (in development),Topodia/1.2-dev (Topodia - Crawler for HTTP content indexing; http://www.topodia.com/; support@topodia.com)
Topos search (Russia) robot,TOPOS robot/1.1 (http://www.topos.com.ua/)
Traazi! search (Germany) robot,traazibot/testengine (+http://www.traazi.de)
Trailfire web collection and annotating system,Trailfire-bot/0.7.1 (Nutch; http://lucene.apache.org/nutch/bot.html; nutch-agent@lucene.apache.org)
Trailfire web collection and annotating system,Trailfire-bot/0.7.1 (Trailfire page content analyzer; http://trailfire.com; info@trailfire.com)
Trailfire web collection and annotating system,Trailfire/0.7.1 (Nutch; http://lucene.apache.org/nutch/bot.html; nutch-agent@lucene.apache.org)
Trampelpfad Webkatalog spider,Trampelpfad-Spider
Trampelpfad Webkatalog spider,Trampelpfad-Spider-v0.1
Tricos meta tag validation,tricosMetaCheck 1.2216-08-1999 (http://www.tricos.com/metacheck)
some bad user agent,TSurf15a 11
Tulip Chain browser / link checker for Dmoz.org directory,TulipChain/5.x (http://ostermiller.org/tulipchain/) Java/1.x.1_0x (http://java.sun.com/) Linux/2.4.17
Tulip Chain browser / link checker for Dmoz.org directory,TulipChain/5.xx (http://ostermiller.org/tulipchain/) Java/1.x.1_0x (http://apple.com/) Mac_OS_X/10.2.8
Tumblr Tumblelogs RSS and news syndication crawler,Tumblr/1.0 RSS syndication (+http://www.tumblr.com/) (support@tumblr.com)
Turnitin (ex SlySearch) robot for helping educational institutions prevent plagiarism,TurnitinBot/x.x (http://www.turnitin.com/robot/crawlerinfo.html)
TurnPike Emporium Directory (207.67.198.x) link checking,Turnpike Emporium LinkChecker/0.1
TutorGig tutorial search robot,TutorGig/1.5 (+http://www.tutorgig.com/crawler)
TutorGig tutorial search robot,Tutorial Crawler 1.4 (http://www.tutorgig.com/crawler)
Twiceler experimental web crawler,Twiceler www.cuill.com/robots.html
Twiceler experimental web crawler,Twiceler-0.9 http://www.cuill.com/twiceler/robot.html
File downloading component from Twisted Python,Twisted PageGetter
Twitt(url)y URL tracking service for Twitter via Amazon Web Services,Twitturly / v0.x
Twotrees content filter,Twotrees Reactive Filter V2.0
Tycoon - Hewlett-Packards distributed cluster solution robot,Tycoon Agent/Nutch-1.0-dev
Tygo Search robot,TygoBot
Tygo Search robot,TygoProwler
UCMore -  IE navigation and search plugin,UCmore
UCMore -  IE navigation and search plugin,UCMore Crawler App
Ucweb mobile browser,UCWEB5.1
user agent - maybe UdmSearch (see UdmSearch) ?,UDM
UdmSearch / MySearch (now mnoGoSeach) offline browser/search client,UdmSearch/3.1.x
University of Iowa Crawler- possibly MySpiders,UIowaCrawler/1.0
UKWizz search robot,UKWizz/Nutch-0.8.1 (UKWizz Nutch crawler; http://www.ukwizz.com/)
Infoseek robot,Ultraseek
Unknown mail harvester/spambot from 80.58.13.xxx (proxycache.rima-tde.net),Under the Rainbow 2.2
DNS Right - Online DNS tools,unknownght.com Web Server IIS vs Apache Survey. See Results at www.DNSRight.com
Unknown robot from University of Toronto (128.100.5.1xx),UofTDB_experiment (leehyun@cs.toronto.edu)
Mobile phone browser,UP.Browser/3.01-IG01 UP.Link/3.2.3.4
Updated! search robot,updated/0.1-alpha (updated crawler; http://www.updated.com; crawler@updated.com)
Updated! search robot,updated/0.1beta (updated.com; http://www.updated.com; crawler@updated.om)
Handspring (PalmOS powered cellphone) Treo Blazer browser,UPG1 UP/4.0 (compatible; Blazer 1.0)
UptimeBot.com online link popularity check,Uptimebot
UptimeBot.com online link popularity check,UptimeBot(www.uptimebot.com)
URI::Fetch - client for fetching HTTP pages and syndication feeds (RSS Atom),URI::Fetch/0.06
Innerprise URL Spider Pro (now ES.NET) web indexing / site searching tool,URL Spider Pro/x.xx (innerprise.net)
URLBase - Internet shortcut manager,URLBase/6.x
URLBlaze file sharing link toolkit,URLBlaze
://URLFAN news crawler,urlfan-bot/1.0; +http://www.urlfan.com/site/bot/350.html
URLGetFile downloading tool,URLGetFile
Innerprise URL Spider Pro (now ES.NET) web indexing / site searching tool,URL_Spider_Pro/x.x
Innerprise URL Spider Pro (now ES.NET) web indexing / site searching tool,URL_Spider_Pro/x.x+(http://www.innerprise.net/usp-spider.asp)
BoardReader search favicon fetcher,User-Agent:  BoardReader Favicon Fetcher /1.0 info@boardreader.com
BoardReader search image fetcher,User-Agent:  BoardReader Image Fetcher /1.0 info@boardreader.com
ljpic.com - LiveJournal picture feed search,User-Agent:  LjSEEK Picture-Bot /1.0 contact@ljseek.com
FileHeap download manager,User-Agent: FileHeap! file downloader (http://www.fileheap.com)
Malformed UA header from some guestbook/forum spammer,User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
Skizzle search robot,User-Agent: Mozilla/4.0 (SKIZZLE! Distributed Internet Spider v1.0 - www.SKIZZLE.com)
unknown robot (reads robots.txt) or sitegrabber. From different IPs- ie.: 62.98.8.xx (wind.it),user-agent=Mozilla/3.01Gold
University of Sydney NLP Spider for research in Natural Language Processing ,USyd-NLP-Spider (http://www.it.usyd.edu.au/~vinci/bot.html)
Web Thief Site Grabber,UtilMind HTTPGet
WebWasher ad filter,Utopia WebWasher 3.0
uTorrent BitTorrent client,uTorrent/1500
Unknown bad behaving bot via Road Runner - see link,VadixBot
WiseGuys WAP pages robot,Vagabondo-WAP/2.0 (webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/)/1.0 Profile
WiseGuys robot Netherland - 82.94.216.2,Vagabondo/1.x MT (webagent@wise-guys.nl)
WiseGuys robot Netherland - 82.94.216.2,Vagabondo/2.0 MT
WiseGuys robot Netherland - 82.94.216.2,Vagabondo/2.0 MT (webagent at wise-guys dot nl)
WiseGuys robot Netherland - 82.94.216.2,Vagabondo/2.0 MT (webagent@NOSPAMwise-guys.nl)
WiseGuys robot Netherland - 82.94.216.2,Vagabondo/3.0 (webagent at wise-guys dot nl)
Open Directory link checking from Vakes,Vakes/0.01 (Vakes; http://www.vakes.com/; search@vakes.com)
unknown level3.net (63.214.172.xxx) robot,VayalaCreep-v0.0.1 (haploid@haploid.com)
unknown level3.net (63.214.172.xxx) robot,Vayala|Creep-v0.0.1 (codepoet@wildties.com)
iNet Grabber - Internet content grabber,vb wininet
Versus Project robot - Comparing methods for near-uniform URL sampling,versus 0.2 (+http://versus.integis.ch)
Unknown robot from EPFL University Switzerland (128.178.155.xxx),versus crawler eda.baykan@epfl.ch
Verticrawl - Semantic search engine solution (French),Verticrawlbot
VeryGoodSearch.com link submission checking,VeryGoodSearch.com.DaddyLongLegs
Verzamelgids NL link checking robot,verzamelgids.nl - Networking4all Bot/x.x
Verzamelgids NL link checking robot,Verzamelgids/2.2 (http://www.verzamelgids.nl)
Unknown robot from Yahoo Norway,Vespa Crawler
Sidewinder G2 anti-virus and anti-spyware protection,virus_detector (virus_harvester@securecomputing.com)
Visbot crawler for a search software under development,VisBot/2.0 (Visvo.com Crawler; http://www.visvo.com/bot.html; bot@visvo.com)
Some IE toolbar made with Visicom Media Dynamic Toolbar software,Visicom Toolbar
Vision research lab's Cortina - content based image retrieval (128.111.60.xx),Vision Research Lab image spider at vision.ece.ucsb.edu
VLC - Cross-platform media player and streaming server,VLC media player - version 0.8.5 Janus - (c) 1996-2006 the VideoLAN team
VM - Vertical Search Engine (China),VMBot/0.x.x (VMBot; http://www.VerticalMatch.com/; vmbot@tradedot.com)
Vortex Web Indexing Robot for a study on  internet link distribution,Vortex/2.2 (+http://marty.anstey.ca/robots/vortex/)
"Kosmix health, auto and travel search crawler (204.14.48.x / 38.113.234.xxx)",voyager-hc/1.0
"Kosmix health, auto and travel search crawler (204.14.48.x / 38.113.234.xxx)",voyager/1.0
"Kosmix health, auto and travel search crawler (204.14.48.x / 38.113.234.xxx)",voyager/2.0 (http://www.kosmix.com/html/crawler.html)
Vivisimo search crawler (206.210.89.xxx),VSE/1.0 (testcrawler@hotmail.com)
Vivisimo search crawler (206.210.89.xxx),VSE/1.0 (testcrawler@vivisimo.com)
Verity vspider indexing software,vspider
Verity vspider indexing software,vspider/3.x
VWBot - MetaQuerier Crawler for the MetaQuerier project at the University of Illinois,VWBOT/Nutch-0.9-dev (VWBOT Nutch Crawler; http://vwbot.cs.uiuc.edu;+vwbot@cs.uiuc.edu
W3C Link Checker,W3C-checklink/3.x.x.x libwww-perl/5.xx
W3C Link Checker,W3C-checklink/4.x [4.xx] libwww-perl/5.xxx
WebCon - the Libwww command line tool,W3C-WebCon/5.x.x libwww/5.x.x
W3C Line Mode (character based Web browser),W3CLineMode/5.4.0 libwww/5.x.x
Unknown link checking using Libwww via Korea Telecom (221.148.44.xxx),W3CRobot/5.4.0 libwww/5.4.0
W3C HTML-Code Validator,W3C_Validator/1.xxx libwww-perl/5.xx
w3m Linux pager / text-based browser,w3m/0.x.xx
W3 Site Search (Germany) search engine solution,W3SiteSearch Crawler_v1.1 http://www.w3sitesearch.de
Wadain (Japan) Blog / RSS search crawler,wadaino.jp-crawler 0.2 (http://wadaino.jp/)
Wanna-Be text mode browser,WannaBe (Macintosh; PPC)
WapOnWindows WAP browser for PCs,WapOnWindows 1.0
Watchfire WebXM intranet solution,Watchfire WebXM 1.0
WAVcheck - Simple Vendor Discovery Tool for detecting client-side tags from web analytics vendors,WAVcheck 1.0.x (http://www.webbanalys.se/apps/WAVcheck/)
Wavefire local search community engine (64.141.15.1xx),Wavefire/0.8-dev (Wavefire; http://www.wavefire.com; info@wavefire.com)
Waypath blog discovery engine robot,Waypath development crawler - info at waypath dot com
Waypath blog discovery engine robot,Waypath Scout v2.x - info at waypath dot com
WDG HTML-code validator,WDG_Validator/1.1
Datafire.com's Web Image Collector (graphics downloading tool),Web Image Collector
Relsoft link checking software,Web Link Validator 1.5
RankMeter ranking software,Web Snooper
Web-bekannt German web directory link checking,"web-bekannt (Version: 1.02, powered by www.internetservice-franken.de)"
Web-bekannt German web directory link checking,"web-bekannt (Version: 1.02, powered by www.web-bekannt.de)"
Unkown link or server checking from Würzburg University Germany (132.187.10.xx),Web-Bot V1.03
Unknown robot from 69.50.233.x (nectartech.com),Web-Robot/5.0 (en-US; web-robot.com/policy.html) Web-Robot Crawler/2.0.3
Web2Express / Web2x - Open data searching tool,web2express.org/Nutch-0.9-dev (leveled playing field; http://web2express.org/; info at web2express.org)
WebAlta search Russia crawler (85.21.201.xx),WebAlta Crawler/1.2.1 (http://www.webalta.ru/bot.html)
WebarooBot / RufusBot from webaroo offline search service,WebarooBot (Webaroo Bot; http://64.124.122.252/feedback.html)
WebarooBot / RufusBot from webaroo offline search service,WebarooBot (Webaroo Bot; http://www.webaroo.com/rooSiteOwners.html)
Yanasoft WebAuto website copier / downloading tool,WebAuto/3.4xxx (WinNT; I)
Web Bandit personal search software,webbandit/4.xx.0
Amansoft WebBug web server protocol test,WebBug/5.x
WebClipping.com - online news monitoring service,Webclipping.com
WebCollage Syndicator graphics crawler/collector,webcollage/1.xx
Quarterdecks WebCompass search tool,WebCompass 2.0
WebCopier offline browser,WebCopier vx.x
WebCopier offline browser,WebCopier vx.xa
WebCorp linguistic search engine (UK),WebCorp/1.0
Webcrawl Search robot (64.40.105.xxx),webcrawl.net
Unix/Linux Web Downloader,WebDownloader for X x.xx
Unknown robot from china-netcom.com,Webdup/0.9
WingFlyer WebFetch website downloading tool,WebFetch
webfetch - command line tool to fetch files via HTTP,webfetch/5.x.x
Verso NetSpective WebFilter,WebFilter Robot 1.0
Telemate.net NetSpective WebFilter,WebFilter Robot 1.x
Webfind search robot,WebFindBot(http://www.web-find.com)
Webglimpse search engine software,Webglimpse 2.xx.x (http://webglimpse.net)
webGobbler - Online random image generator,webGobbler/1.x.x
fake ?,webhack
herbert.groot.jebbink.nl Web Images collage generator,WebImages 0.3 ( http://herbert.groot.jebbink.nl/?app=WebImages )
WebLight web analyzer & link checker,WebLight/4.x.x (support@illumit.com; http://www.illumit.com/Products/weblight/)
WebLink's link management system for HTTP- FTP and Mail hyperlinks,Weblink's checker/
Los Alamos National Laboratoy weblog research project,Weblog Attitude Diffusion 1.0
Unknown robot from Leipzig University (Germany) faculty for computer science,"webmeasurement-bot, http://rvs.informatik.uni-leipzig.de"
WebMiner bulk file downloader,WebMiner/x.x [en] (Win98; I)
WeBoX (Japan) - Browser and web collector,WeBoX/0.xx
WebPix - picture downloading tool,WebPix 1.0 (www.netwu.com)
Caesius WebQL - Custom robot/agent generator / web extraction software,WebQL
WebRACE - HTTP retrieval- annotation and caching engine,WebRACE/1.1 (University of Cyprus- Distributed Crawler)
WebRankSpider experimental web crawler,WebRankSpider/1.37 (+http://ulm191.server4you.de/crawler/)
Webreaper download manager,WebReaper vx.x - www.webreaper.net
Webreaper download manager,WebReaper [info@webreaper.net]
Webreaper download manager,WebReaper [webreaper@webreaper.net]
Websearch Australia robot,WebSearch.COM.AU/3.0.1 (The Australian Search Engine; http://WebSearch.COM.AU; Search@WebSearch.COM.AU)
Dortmund University WebSearchBench - Open source search software,WebSearchBench WebCrawler v0.1(Experimental)
Dortmund University WebSearchBench - Open source search software,WebSearchBench WebCrawler V1.0 (Beta)- Prof. Dr.-Ing. Christoph Lindemann- Universität Dortmund- cl@cs.uni-dortmund.de- http://websearchbench.cs.uni-dortmund.de/
Web site downloading tool and offline browser (Japan),Website Explorer/0.9.x.x
Website eXtractor web site downloading tool,Website eXtractor
Sootle web directory Website Worth ranking tool,WebsiteWorth v1.0
Webspinne.de robot,Webspinne/1.0 webmaster@webspinne.de
Websquash.com Search Engine robot / link checking,Websquash.com (Add url robot)
WebStat - Java statistical computing environment for the web,WebStat/1.0 (Unix; beta; 20040314)
Webster - Rev. Healeys web crawler,Webster v0.3 ( http://webster.healeys.net/ )
Websters Webmaster Archive (Germany) submission / pad checking,webster-internet.de pad browser
WebStripper download manager,WebStripper/2.xx
WebTrafficExpress IBM server software,WebTrafficExpress/x.0
Web Trends link analyzer,WebTrends/3.0 (WinNT)
The Stanford WebBase Project crawler,WebVac (webmaster@pita.stanford.edu)
webval - Python link checking tool,WebVal/1.0
Webverzeichnis.de (Germany) directory robot,Webverzeichnis.de - Telefon: 01908 / 26005
Web Vulnerability Crawler,WebVulnCrawl.unknown/1.0 libwww-perl/5.803
Studio Net.Idea's Web Watcher Monitor robot,WebWatcherMonitor/2.01
WebZip offline browser,WebZIP/x.x (http://www.spidersoft.com)
Unknown spam bot / harvester (62.163.**.** / 62.194.**.*),Wells Search II
Some spam bot- see link,WEP Search 00
wwIPStuff - Internet client tools for Visual FoxPro,West Wind Internet Protocols 4.xx
IBM's Almaden Research robot (Clever search project),WFARC
GNU wget - file downloader,Wget/1.x(.x)GNU wget http://www.gnu.org/software/wget/wget.html - file downloader
GNU wget - file downloader,Wget/1.x+cvs-stable (Red Hat modified)
GNU wget - file downloader,Wget/1.x.x+cvs
Whatsup Gold network monitor,Whatsup/x.x
WhatUSeek / Chubba robot,whatUseek_winona/3.0
WhizBang! Labs (closed since May 2002) information extraction robot,WhizBang! Lab
some download agent,Wildsoft Surfer
Twotrees crawler,Willow Internet Crawler by Twotrees V2.1
unknown robot from gw.ocg-corp.com (209.126.176.x),WinampMPEG/2.00 (larbin@unspecified.mail)
Super Affiliate Tracker agent by Wincer Song,WincerSong Agent v1.0
Windows Media Player 10,Windows-Media-Player/10.00.00.xxxx
Nicksoft WinGet download manager,WinGet 1.1
Example code for a WinHTTP C++ library crawler,WinHTTP Example/1.0
Wink beta search robot (64.13.136.x),WinkBot/0.06 (Wink.com search engine web crawler; http://www.wink.com/Wink:WinkBot; winkbot@wink.com)
WinPodder - Podcast player and RSS reader,WinPodder (http://winpodder.com)
WinWap - Windows PC WAP browser,WinWAP/3.x (3.x.x.xx; Win32) (Google WAP Proxy/1.0)
Yammba web directory (Germany) link checking,"Wir sind die Borg (Version: 1.03, Sie wurden Assimiliert +http://www.yammba.com/suchmaschine/bot.html)"
WIRE crawler used by the University of Pisa - Italy,"WIRE/0.11 (Linux; i686; Bot,Robot,Spider,Crawler,aromano@cli.di.unipi.it)"
WIRE - Web information retrieval environment crawler,"WIRE/0.x (Linux; i686; Bot,Robot,Spider,Crawler)"
Korea Wisenut robot,WISEbot/1.0 (WISEbot@koreawisenut.com; http://wisebot.koreawisenut.com)
Wisewire domain checker (Discontinued),WiseWire-Spider2
WISH academic research project for link checking,wish-project (http://wish.slis.tsukuba.ac.jp/)
Wordchamp web page vocabulary / translation robot,WordChampBot
WordPress personal Blog publishing platform,WordPress/x.x.x.x PHP/4.x.xx
WORIO (beta) search for computer scientists and programmers using Heritrix open-source crawler,worio heritrix bot (+http://worio.com/)
WORIO (beta) search for computer scientists and programmers via Amazon Web Services,woriobot ( http://www.worio.com/)
Entireweb Search robot (62.13.25.xxx),WorldLight
unknown link checking (from 4.18.57.126) ?,WorQmada/1.0
Wotbox spider,Wotbox/alpha0.6 (bot@wotbox.com; http://www.wotbox.com)
Wotbox spider,Wotbox/alpha0.x.x (bot@wotbox.com; http://www.wotbox.com) Java/1.4.1_02
WebSearchBench crawler from Dortmund University- Germany,WSB WebCrawler V1.0 (Beta)- cl@cs.uni-dortmund.de
WebSearchBench crawler from Dortmund University- Germany,"WSB, http://websearchbench.cs.uni-dortmund.de"
WUME Lab's web crawler (128.180.121.xxx),wume_crawler/1.1 (http://wume.cse.lehigh.edu/~xiq204/crawler/)
Wusage log-file analysis,Wusage/x.0@boutell.com
WWLib - Wolverhampton Univerity Web Library for classifying web documents,Wwlib/Linux
WWSBOT web server version checker,WWSBOT 1.x [--- http://www.analyzer.nu ---]
Perl web page fetching module,WWW-Mechanize/1.1x
Arianna robot,www.arianna.it
Business-Socket.com link checking ?,www.business-socket.com registry verify/1.x
